hr_mean,hr_std,hr_min,hr_max,hr_range,hr_skew,hr_kurtosis,eda_mean,eda_std,eda_min,eda_max,eda_range,eda_skew,eda_kurtosis,eda_slope,label,scr_count,hr_base,scl_base
65.98761723807355,0.8867373443529257,63.86074342278929,67.8548977841485,3.9941543613592145,-0.03429143678175226,-0.6008422806590681,4.54801530706522,0.024283233864752847,4.471832313113462,4.640118826054953,0.16828651294149033,0.18605733900990068,0.7673339298165245,-8.735768688224158e-05,0,1,65.7932800911927,4.545510313547099
76.99222295991915,0.9969619536580382,74.65997272310712,79.08925287979318,4.429280156686062,0.019727140171394368,-0.5531979823875095,2.7495779979220085,0.03528852851135212,2.67655304105944,2.922344378464692,0.24579133740525183,2.1621868260413475,7.265481848392771,-7.010702363708584e-05,1,2,71.77601010404493,2.7376686781952957
72.64096488960276,0.7841621088545078,71.08787760732207,75.10052924690497,4.012651639582899,0.44921435089327816,0.5726938345863362,1.160394434378379,0.09320959603325545,1.0783164426011478,1.6481785161930749,0.5698620735919271,3.120718074217872,10.330488197721516,-0.0013355322794473628,1,4,71.82993223116787,1.1301577042351163
68.4867497422102,0.924143800061354,66.51450663340967,70.78207408780649,4.267567454396826,0.21332173824054673,-0.5419065138246908,1.6099789515576326,0.06765202173507724,1.5484633079228318,2.182380875466917,0.6339175675440851,6.153021491189052,42.286497295658926,0.0003542344695555293,1,1,64.04065735294799,1.5981039703376914
58.477272597979,1.0733401937417886,55.54707478096098,60.536499907501664,4.989425126540681,-0.21162826629308173,-0.14029371592915751,2.667435051379519,0.021192434297217393,2.61874832724129,2.7152612648781136,0.09651293763682345,0.07942497462338331,-0.5851325603575579,-0.00025275828476112555,0,0,59.16519357200924,2.6682921854384736
72.7887573954484,0.7146572841924675,71.44096937063941,75.10880088517571,3.667831514536303,0.5846637223539977,1.1364021881341229,3.0057821366682287,0.04938335026628281,2.9357121856663135,3.3105164784682066,0.3748042928018931,3.609723921957806,16.36883193050212,-1.4899945217909923e-05,1,2,65.32418388997735,2.9940962772028383
71.94888258867321,0.9893177059457373,69.88151962935204,75.74576458633427,5.864244956982233,0.765385226728377,2.263181490019284,1.6019587102721375,0.021118655937967835,1.5479885057424836,1.6934168277941866,0.14542832205170297,0.49008641628154304,1.4256084096631376,0.0002601545397218953,0,1,71.86233551943057,1.5971516911101002
73.7145543203339,0.728607166465247,71.92485002581789,75.78681970590043,3.861969680082538,-0.0022455665436365434,0.292298121389027,3.24106094028847,0.06246933438301813,3.18401861368361,3.7542689879779845,0.5702503742943743,5.5183297919087915,35.29530871121156,-0.0005466166931517104,1,1,59.58237637861469,3.231074898785794
67.97929845321697,0.9305880758783391,65.5363048481792,69.57691312886526,4.040608280686058,-0.5749773736162788,-0.09570163679172561,3.811357848721456,0.024632278642869626,3.7277143540654194,3.938284086841322,0.21056973277590263,0.6281381944010215,3.377552725392727,6.053301314434509e-05,0,1,68.07879753994948,3.8100732670418824
71.32273676275513,0.7605577729133689,69.82573240269414,73.39245359412745,3.5667211914333024,0.17249429440258934,-0.33773063362250255,1.435971837062831,0.0654476054839655,1.3403356880818973,1.7973859811733608,0.4570502930914635,3.481270297223454,14.198157277772186,0.0007361827141791643,1,3,62.637401115358784,1.4126762997461177
